title,content,address,label,user_name,user_id,like_count,collect_count,comment_count,share_count,create_time,post_id,ip_localtion,post_image,post_type
你好，认识一下 🙋‍♀️,"（使用翻译）你好！我是 R.K，我是 TikTok 难民 😭❤
Hi! I'm R.K and I'm a tt refugee too.  I'mma learn Chinese 👹❤",https://www.xiaohongshu.com/user/profile/67836dae000000000803c210?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmTF9OnTUaYrbTORhNPrA_Gc=&xsec_source=pc_note,,R.K,67836dae000000000803c210,17,0,39,1,1/13/2025 11:34,678489ae000000001703d8f1,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cj41k4q0kdg5ps3dmn27ggg2rtkce0?imageView2/format/png,normal
A TikTok refugee here,"Hi! Im bee and I love to make art, and go to raves ✨",https://www.xiaohongshu.com/user/profile/678531d2000000000801e06a?xsec_token=AB3M3QnLppS6k151qc2K92l2M7IIfUC-bZ5mha3eukNgo=&xsec_source=pc_note,,Beebing,678531d2000000000801e06a,17,3,4,0,1/13/2025 23:41,678534430000000019036f39,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31cjopk11h2105ps567923o3al53hn48?imageView2/format/png,video
Tik Tok Refugee here!,Love making new friends♥️!!  ,https://www.xiaohongshu.com/user/profile/67851501000000000801bce2?xsec_token=AB3M3QnLppS6k151qc2K92l6tOMnnAwEmDFgMmEILKzII=&xsec_source=pc_note,tiktokrefugee#usa,Brooke,67851501000000000801bce2,17,1,32,0,1/13/2025 22:04,67851d86000000000b035e54,U.S.,"https://sns-img-hw.xhscdn.com/1040g00831cjm349n08005ps52k0i3f72l1snsn0?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g00831cjm349n080g5ps52k0i3f7257qtcfg?imageView2/format/png",normal
TikTok Refugee,"Hi my name is Blake. I live in the U.S.A.
I promise to he nice and  behave on here.
Looking forward to connecting with everyone
on here. Kind of nervous to see
where this will go. I'll also be making videos.
I hope this will work. :)
 ",https://www.xiaohongshu.com/user/profile/6783b3b0000000000803d632?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmbUbvwm_Ds1KdTdffw_XaVM=&xsec_source=pc_note,tiktokrefugee#american,Blakedolak,6783b3b0000000000803d632,17,1,45,1,1/13/2025 15:26,6784c0120000000019036f32,U.S.,"https://sns-img-bd.xhscdn.com/1040g2sg31cjam1rkh22g5ps3meo27lhi15seim8?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31cjam1rkh2305ps3meo27lhitdqensg?imageView2/format/png",normal
,mother and daughter    ,https://www.xiaohongshu.com/user/profile/6785ba22000000000801b9bf?xsec_token=AB3M3QnLppS6k151qc2K92lzXEyA3eLIthBrCXN1YWXBs=&xsec_source=pc_note,cat#tiktok_refugee#tiktokban#foreigner,noel,6785ba22000000000801b9bf,16,0,12,0,1/15/2025 10:55,678723a3000000001b00af58,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cllb0vdh0005ps5n8h23edv5r3me8g?imageView2/format/png,video
Hello🫰🏻,"Hii tiktok refugee here [害羞R][汗颜R]
  ",https://www.xiaohongshu.com/user/profile/6784ee88000000000803cb7d?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvhjuqN5vGJ3GjtS0JqejsCc=&xsec_source=pc_note,Refugee#tiktokrefugee#23,Eli,6784ee88000000000803cb7d,16,1,29,2,1/13/2025 19:12,6784f53b000000000b030310,U.S.,"https://sns-img-hw.xhscdn.com/1040g00831cjh2il4160g5ps4tq427irth0vuf78?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831cjh2il416105ps4tq427irtu9ec5vg?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g00831cjh2il4161g5ps4tq427irt7jvvpqo?imageView2/format/png",normal
,"I wonder if we Americans band together, can we sue the American Medical Association for malpractice? The Chinese have a tea or fruit concoction for everything that ails us. Changing from cold to warm water should be enough of evidence in itself to get that ball rolling 🤔🧐#Americans[话题]# #tiktokrefugees[话题]# #medicine[话题]# #helpUs[话题]#",https://www.xiaohongshu.com/user/profile/678c762b000000000e01fb1d?xsec_token=ABNVSihtb4v_cuoBBHzz7KNO8HtoKXNiNRCHPQPaIk4HQ=&xsec_source=pc_note,Americans#tiktokrefugees#medicine#helpUs,LilBit2385,678c762b000000000e01fb1d,16,0,43,0,2/16/2025 19:53,67b1d1ba000000002903b167,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31dvb327f0s5g5psceoljjuot7rvj1ug?imageView2/format/png,normal
,   ,https://www.xiaohongshu.com/user/profile/6784db31000000000801dca1?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvqUjvZvYxOoh-9_ohoCFt4U=&xsec_source=pc_note,huzz#tiktokban#tiktok#refugee,abi,6784db31000000000801dca1,16,0,5,0,1/15/2025 11:19,6787295b000000001901a393,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cllvmeah67g5ps4rcoi3n514k84788?imageView2/format/png,video
Do we love sourdough or what?,"this is a fellow Tiktok refugee here, trying to find my bread community as a baker 😅   ",https://www.xiaohongshu.com/user/profile/6785253e000000000801aff6?xsec_token=AB3M3QnLppS6k151qc2K92l-HRIsGEGL5ZGTcdJYbPe_M=&xsec_source=pc_note,tiktok#american#sourdough,海莉 - HaileyBeaux,6785253e000000000801aff6,16,0,5,0,1/13/2025 22:46,678527470000000019034a75,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cjn97kfh0005ps54kv23bvm9brdvu0?imageView2/format/png,video
,Ah! I’m a Tik tok refugee and I’m very nervous[皱眉R] but I’m willing to learn mandarin and help with English homework! Depending how I feel I’ll do a more proper introduction [赞R] also im not sure what to tag im sorry#,https://www.xiaohongshu.com/user/profile/67866f36000000000801f17e?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUKiPs1dBU0K7GQT3lPUUjxs=&xsec_source=pc_note,有想法轻松发#tiktok自然流账号定制,Amamama,67866f36000000000801f17e,16,0,83,1,1/14/2025 23:25,678681fd000000000b03023c,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cl1jg8cge005ps6dsr23sbupt7tef0?imageView2/format/png,normal
Hi new friends,     ,https://www.xiaohongshu.com/user/profile/6785b9ae000000000803c018?xsec_token=AB3M3QnLppS6k151qc2K92lw5EscbWip9oRdbDtnSnGCw=&xsec_source=pc_note,hello#tiktok#american#tiktokban#tiktok_refugee#tiktokrefugee,sydney Ashley,6785b9ae000000000803c018,16,0,19,0,1/14/2025 16:01,678619c7000000002001f662,U.S.,"https://sns-img-hw.xhscdn.com/1040g2sg31ckis1rhgu905ps5n6n27g0o3fnemp0?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g2sg31ckis1rhgu9g5ps5n6n27g0onjisvi0?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g2sg31ckis1rhgua05ps5n6n27g0os07qkng?imageView2/format/png",normal
🖤,#tiktok[话题]# #girl[话题]# #fyp[话题]# #Tiktokrefugees[话题]# #tiktok_refugee[话题]# #别戳我屏幕[话题]# #没事发着玩[话题]#,https://www.xiaohongshu.com/user/profile/6786296a0000000003013e3e?xsec_token=AB_Oexc6qO-B6zU_v6b_35l7jBUCuIxNgRYteV2tGgcmA=&xsec_source=pc_note,tiktok#girl#fyp#Tiktokrefugees#tiktok_refugee#别戳我屏幕#没事发着玩,Cosmo.chiic,6786296a0000000003013e3e,16,0,3,1,2/25/2025 14:45,67bd66ee000000000d017c86,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31eal1stt0s705ps655l0qfhug0fnia8?imageView2/format/png,video
American tiktok refugee,Hi! 👋🏻 ☺️ Just trying this out.      ,https://www.xiaohongshu.com/user/profile/6784862a000000000801baa9?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvmfQpeavE9J0Su6FFiMOsws=&xsec_source=pc_note,tiktok#tiktokban#fyp#america#american#foreigner,Krista.sulaica,6784862a000000000801baa9,15,0,19,0,1/13/2025 12:07,6784916b000000000b021c1f,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cj43u39gueg5ps4gol23el982levb0?imageView2/format/png,normal
TikTok refugee✨👋🏾,"Can’t wait to meet all of you! I’m Gaby
",https://www.xiaohongshu.com/user/profile/678498b9000000000801a146?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvlvPB6cru_BMQP19dWo0ocs=&xsec_source=pc_note,tiktokrefugee,Gkccouture,678498b9000000000801a146,15,0,14,0,1/13/2025 23:42,6785344800000000200284b5,U.S.,"https://sns-img-qn.xhscdn.com/1040g00831cjo3apbgk0g5ps4j2si38a6r6smpc8?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831cjo3apbgk105ps4j2si38a60nm1ja0?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g00831cjo3apbgk1g5ps4j2si38a67264fsg?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831cjo3apbgk205ps4j2si38a65gsppu8?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g00831cjo3apbgk2g5ps4j2si38a6hlji0qg?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g00831cjo3apbgk305ps4j2si38a6f6hdep8?imageView2/format/png",normal
,  ,https://www.xiaohongshu.com/user/profile/678725ca000000000801fbf5?xsec_token=ABIgTJqsDovOIuJujlj2jcvd-_BPTPhPxXsQFnzmkzckY=&xsec_source=pc_note,tiktokrefugee#tiktok_refugee#tiktok,Wonderfully Created,678725ca000000000801fbf5,15,1,9,0,1/15/2025 11:23,67872a4a0000000016021517,U.S.,https://sns-img-qc.xhscdn.com/1040g00831clluqeh10eg5ps74n523uvl5ji0dh0?imageView2/format/png,video
,     ,https://www.xiaohongshu.com/user/profile/6785ce00000000000801c093?xsec_token=AB3M3QnLppS6k151qc2K92l9Rq_YvlL201th_4rB-WwG4=&xsec_source=pc_note,tiktokrefugee#tiktok_refugee#tiktokban#tiktok#target#haul,ash,6785ce00000000000801c093,15,1,4,0,1/14/2025 23:16,67867fda000000000b023752,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cl1a495gk005ps5po023g4j90embbo?imageView2/format/png,video
哈喽 I'm Estaire🦋,"Tiktok refugee. I want to share my music. Here I'm practicing my manadrin pronunciation, I've been teaching myself 🦋       ",https://www.xiaohongshu.com/user/profile/678354fb000000000803e22a?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmYo3x_A-OtHDCGk0hunf3D0=&xsec_source=pc_note,tiktokrefugee#singer#coversong#我以为#estaire,ESTAIRE,678354fb000000000803e22a,15,0,12,0,1/13/2025 20:44,67850aca000000001800f941,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31cjjpvbmgsdg5ps3ajti7ohapqqqqf8?imageView2/format/png,video
Morning sunshine.,#tiktok_refugee[话题]# #morning[话题]#,https://www.xiaohongshu.com/user/profile/6786670a000000000803c3d6?xsec_token=AB_Oexc6qO-B6zU_v6b_35l1aZAiHfG5IsNO3CKWT0SaU=&xsec_source=pc_note,tiktok_refugee#morning,Dr. Farah,6786670a000000000803c3d6,15,0,5,0,2/28/2025 0:33,67c093e600000000290300e5,U.S.,https://sns-img-qc.xhscdn.com/1040g3k031edo96nfh6005ps6cs527gum4q03v58?imageView2/format/png,normal
Old trend new platform,Im just a tiktok refugee  ,https://www.xiaohongshu.com/user/profile/67850f50000000000801b9e2?xsec_token=AB3M3QnLppS6k151qc2K92l9EuOJ3Q_1E3I8Brpawbt0M=&xsec_source=pc_note,tiktokrefugee2025#tiktokrefugee,Brianna Chanel,67850f50000000000801b9e2,15,0,13,0,1/13/2025 23:10,67852ce8000000000203d6b5,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cjljqtf0k105ps51t823ef25b4l4o0?imageView2/format/png,video
,    ,https://www.xiaohongshu.com/user/profile/67851073000000000803cfca?xsec_token=AB3M3QnLppS6k151qc2K92lxNoL10ZIAJeKGEpyTvRp88=&xsec_source=pc_note,tiktokban#tiktok_refugee#music#artist#musician,Randi~Liiz,67851073000000000803cfca,15,1,18,0,1/15/2025 10:43,678720de000000001601bcb0,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cll075a0u005ps521pi7juar5sdslg?imageView2/format/png,video
,"I am here. I live in Colorado, USA. I am a TikTok refugee. It is very nice to meet you. 😊",https://www.xiaohongshu.com/user/profile/67856527000000000801dab2?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-3314tJCi5mFeSS7d1BvaCk=&xsec_source=pc_note,,小红薯67858C5A,67856527000000000801dab2,15,0,19,0,2/17/2025 15:21,67b2e37e0000000018018385,U.S.,https://sns-img-bd.xhscdn.com/1040g00831e0cfj7t0u5g5ps5ckji3mlimcmli9o?imageView2/format/png,normal
TikTok refugee lol,"Hello, my name is Jennifer, immigrating from Tiktok. Let’s be friends [偷笑R] ",https://www.xiaohongshu.com/user/profile/6784aa60000000000801d2d1?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvoVFwQxI85mQKIfJV1kOaCQ=&xsec_source=pc_note,每日穿搭#tiktok,Totally_jenny,6784aa60000000000801d2d1,15,0,11,0,1/13/2025 14:04,6784aced000000001703d812,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cj8b9qah0705ps4l9g23kmhmnul6ug?imageView2/format/png,normal
"TikTok refugee camp, wass good? #tiktok",,https://www.xiaohongshu.com/user/profile/67848c94000000000803d2b1?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvmmi-flt6TctoTM9nPlLTlU=&xsec_source=pc_note,tiktokrefugee,小红薯67858822,67848c94000000000803d2b1,15,0,11,1,1/13/2025 12:19,678494540000000020018551,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31cj4s3h1ge7g5ps4hia27klhjlc8s7g?imageView2/format/png,video
TikTok Refugee,"I’m a Puerto Rican American “TikTok Refugee” 😕
I just want to say how proud I am of all of us for standing strong against the unfairness we’ve faced from our government. ✊🏻 We’ve proven that TikTok wasn’t just about videos but it was about people, connections, and a space where we could share and learn from each other, no matter where we’re from.
We’re not giving in, and we’re not selling out. ✊🏻 We’ll keep sharing our stories and connecting across cultures. I’m here to connect with anyone who wants to chat, share ideas, or just vibe 💕 I understand there are limits to what we can talk about here, and I’ll do my best to be respectful of this platform, the culture and everyone in it 😊
Let’s keep creating, sharing, and lifting each other up. Together, we’re stronger than ever
Thank you all ♥️ you’re amazing! 
I’m going to put a translation in the comments because I met my word limit 🥲",https://www.xiaohongshu.com/user/profile/6784acff0000000008019d51?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvrvQ7m_ki8mhCggjGzmBeE8=&xsec_source=pc_note,tiktokrefugee,Eliesha P,6784acff0000000008019d51,15,2,47,1,1/13/2025 14:41,6784b5af0000000001002b42,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cj9dgg20s705ps4ljvi37ahhupff30?imageView2/format/png,normal
,   ,https://www.xiaohongshu.com/user/profile/67867cb6000000000803d83f?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUKsUHVAiexfxGKcsx1ew5Fg=&xsec_source=pc_note,refugee#baddie#TikTok#american,Milah,67867cb6000000000803d83f,15,0,7,0,1/14/2025 23:21,678680de000000001703f6ea,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cl10pdbh02g5ps6fir27m1v715bcd8?imageView2/format/png,video
TikTok Refugee,  ,https://www.xiaohongshu.com/user/profile/6784fc7d000000000803c053?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvlTVDEX2OanZThOElGRuhYY=&xsec_source=pc_note,tiktokrefugee#tiktokrefugee2025#mom,Massachusettsmama,6784fc7d000000000803c053,15,0,12,0,1/13/2025 22:45,6785270b0000000020029edb,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cjn8aae16005ps4vhui7g2j4d59ioo?imageView2/format/png,video
,   ,https://www.xiaohongshu.com/user/profile/6786dad9000000000801e77a?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUGPYa7RU7crCjzuDoLFworo=&xsec_source=pc_note,tiktokrefugee#tiktok_refugee#tiktok#tf,madi brooke,6786dad9000000000801e77a,15,1,7,1,1/15/2025 11:19,678729590000000019033f0c,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cllm78mgm1g5ps6rbci3prqhl1387g?imageView2/format/png,video
Helloo I’m Astrea!,Just saying hello everyone! I’m looking forward to learning chinese! And talking about my usual content of human relationships and mental health ❤️☺️   ,https://www.xiaohongshu.com/user/profile/6784bc2a000000000801bd52?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvqZ3FxTnOOjW_gvhiPdNbN4=&xsec_source=pc_note,tiktokrefugee#tiktok#latinacontentcreator,Voicesthroughcolor,6784bc2a000000000801bd52,15,0,1,0,1/13/2025 22:39,678525b3000000001703b752,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cjasjno0m0g5ps4ngl23faioulnvug?imageView2/format/png,video
TikTok Refugee,    ,https://www.xiaohongshu.com/user/profile/6784f31b000000000801a75d?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvgTPcAYTsAAAY4Dfl1Fm0k4=&xsec_source=pc_note,Tiktok#tiktokrefugee#explore#foryou#follow4follow,小红薯67859587,6784f31b000000000801a75d,14,0,5,0,1/13/2025 19:10,6784f49e000000000800e482,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cjh3a190s005ps4ucdi39qt4r1ei7g?imageView2/format/png,video
Soooo we’re all taking over red note 😂,Tiktok refugee   ,https://www.xiaohongshu.com/user/profile/6784a26e000000000801ef51?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvp_ian-xBzRXOxtHKdiFFsA=&xsec_source=pc_note,English#tiktok#viral,Bbyg._Stephanie,6784a26e000000000801ef51,14,1,3,0,1/13/2025 14:23,6784b160000000001703b3cb,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cj7rpcggu0g5ps4k9n23rqh3cmcbv0?imageView2/format/png,video
Hello (: Im just a TikTok Refugee …,Cant wait to meet you all 💖,https://www.xiaohongshu.com/user/profile/67836250000000000801fd6d?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmdA3yE8U09IVM9jeFAxOVog=&xsec_source=pc_note,,EmVi(:,67836250000000000801fd6d,14,1,10,0,1/13/2025 7:39,678452cd000000000b0146e1,U.S.,https://sns-img-bd.xhscdn.com/1040g00831citb81kgm0g5ps3c9823vbdshpvcr0?imageView2/format/png,normal
,    ,https://www.xiaohongshu.com/user/profile/678595ca000000000801a721?xsec_token=AB3M3QnLppS6k151qc2K92l8CQjp4LD3e4V7mu9PqTl_o=&xsec_source=pc_note,tiktok_refugee#fyp#famous#usa#tiktokban,Imanithesage,678595ca000000000801a721,14,0,2,0,1/14/2025 22:47,678678e70000000020015006,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31ckv2f33121g5ps5in5239p14c878gg?imageView2/format/png,video
Bye Tiktok Hello Red Note,American Tiktok Refugee lol ☺️,https://www.xiaohongshu.com/user/profile/67852ada000000000803c92c?xsec_token=AB3M3QnLppS6k151qc2K92l78LPdIJsGictiDJxrCEOVU=&xsec_source=pc_note,,24KRose,67852ada000000000803c92c,14,1,9,0,1/13/2025 23:37,6785334c0000000001003b94,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cjonqp4gm005ps55bd27i9cdkv4268?imageView2/format/png,video
,Lets go build our dream life🫶🏻    ,https://www.xiaohongshu.com/user/profile/67860071000000000801d580?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUAO9pN-7AIF4e0hV_AMcOlU=&xsec_source=pc_note,nurse#nursing#tiktok_refugee#health,Alisa💌 || OR nurse,67860071000000000801d580,14,0,4,0,1/15/2025 0:09,67868c300000000020027c64,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cl2rdjsgc005ps601oi3lc0bhdcq60?imageView2/format/png,video
TikTok Native,,https://www.xiaohongshu.com/user/profile/6785190700000000080180d5?xsec_token=AB3M3QnLppS6k151qc2K92l3KLbb0RngSmcVw5vW0KOLU=&xsec_source=pc_note,tiktokrefugee,Goggles_im,6785190700000000080180d5,14,1,7,0,1/13/2025 21:55,67851b51000000000b022baa,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cjlqfvvgm005ps5343i306lrpbi6a0?imageView2/format/png,video
,Hi 👋🏽 I am a refugee from TikTok! Ask me anything you want to know about America/Americans and I will do my best to answer,https://www.xiaohongshu.com/user/profile/6784c725000000000801941c?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvtcnjNVEZmR9ZT-piVfh1r0=&xsec_source=pc_note,,TobyOrNotToby,6784c725000000000801941c,14,1,49,4,1/13/2025 16:18,6784cc530000000017039e3e,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cjc5ur80s705ps4osii350stut3e28?imageView2/format/png,normal
Hey everyone!!,"Tiktok refugee here! Im Destiny, these are my boys and hubby! Looking for my fellow booktok girlies and moots 🩷   ",https://www.xiaohongshu.com/user/profile/67852930000000000803deee?xsec_token=AB3M3QnLppS6k151qc2K92l4I2JReu65-7d3EcgyoWs68=&xsec_source=pc_note,tiktok#tiktokrefugee#booktok,Destiny McGuirt,67852930000000000803deee,14,0,13,0,1/13/2025 23:44,678534ea000000000100b61b,U.S.,"https://sns-img-qc.xhscdn.com/1040g2sg31cjoucrc0s005ps554o27nne25ih3mg?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31cjoucrc0s0g5ps554o27nne442hti0?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31cjoucrc0s105ps554o27nneb0pm0e8?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31cjoucrc0s1g5ps554o27nnepettrn0?imageView2/format/png",normal
In case you forgot...,#tiktokrefugees[话题]# #american🇺🇸[话题]# #american_content[话题]# #motivation[话题]# #motivation手表[话题]# #inspire[话题]# #inspiration[话题]# #mentalhealth[话题]# #depression[话题]# #anxiety[话题]#,https://www.xiaohongshu.com/user/profile/67886786000000000803f703?xsec_token=AB8rX7GeTxbwfmeNASkiatp3UFJuQ-Z_ITD6AQMTSGhGk=&xsec_source=pc_note,tiktokrefugees#american🇺🇸#american_content#motivation#motivation手表#inspire#inspiration#mentalhealth#depression#anxiety,Rebecca Armstead,67886786000000000803f703,14,0,2,0,3/2/2025 9:12,67c3b077000000002903f25c,U.S.,https://sns-img-qn.xhscdn.com/1040g00831egpg90cgc6g5ps8cu327to3b2skbro?imageView2/format/png,video
heyyy,"hi cousins its nice to meet yall
 ",https://www.xiaohongshu.com/user/profile/6784d56c000000000803f433?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvkGRRdBubnYIESFzStLYBDQ=&xsec_source=pc_note,tiktok#tiktokrefugee,prince$$,6784d56c000000000803f433,14,1,3,1,1/13/2025 18:27,6784ea74000000001703ffe4,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cjehs86gs1g5ps4qlm27t1jb0qjgl0?imageView2/format/png,video
I follow back 😭,"Just using this video to post as a tiktok refugee and find my people, ill follow back!! 😭😭 ",https://www.xiaohongshu.com/user/profile/67847bd7000000000803d347?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvscScnaD8jEe453glC9X07s=&xsec_source=pc_note,tiktokrefugee,Ana Arroyo,67847bd7000000000803d347,13,1,8,0,1/13/2025 11:07,67848357000000000b022f9b,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31cj2jbuch07g5ps4ffbi7kq7hocihgo?imageView2/format/png,video
,  ,https://www.xiaohongshu.com/user/profile/67867c9d000000000803d550?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUFE0LxChm4Wi3MwclLmDZec=&xsec_source=pc_note,tiktok#refugee#motorcycle,Ceddy,67867c9d000000000803d550,13,1,15,0,1/14/2025 23:19,6786809f000000000b023e7c,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31cl1e7u00u705ps6fiei7lagt2ob4g8?imageView2/format/png,video
Tiktok Refugee,"Still hoping I can return to TikTok, but this really ain’t bad",https://www.xiaohongshu.com/user/profile/67844fa000000000080184f5?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvvNmSU-aBBG9RDLSuTodWVY=&xsec_source=pc_note,,KatTheVengefulVirgo,67844fa000000000080184f5,13,2,17,5,1/13/2025 8:55,6784646d000000001800ca36,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31civfmj10m705ps49ug2317lqub6mto?imageView2/format/png,video
,   ,https://www.xiaohongshu.com/user/profile/67867cb6000000000803d83f?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUKsUHVAiexfxGKcsx1ew5Fg=&xsec_source=pc_note,baddie#america#refugee#TikTok,Milah,67867cb6000000000803d83f,13,0,4,0,1/14/2025 23:11,67867e9c000000001703e212,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cl10pdbh0105ps6fir27m1vbtaodk8?imageView2/format/png,video
TikTok refugee,Can’t understand a thing but HEYYYY YALLLL😂,https://www.xiaohongshu.com/user/profile/6784881e000000000803ce4a?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvvnPtWcKDDGdGVi0DcpIzGc=&xsec_source=pc_note,,MaCherie,6784881e000000000803ce4a,13,0,6,0,1/13/2025 11:42,67848bb5000000000b034e6e,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cj49gm3ge705ps4h0f27jia9p46ldo?imageView2/format/png,video
tiktok refugee😸,mutuals?   ,https://www.xiaohongshu.com/user/profile/6785daf6000000000801c4e0?xsec_token=AB3M3QnLppS6k151qc2K92l63z55EySTBiOyEzmoBS8vA=&xsec_source=pc_note,tiktok_refugee#rednote#fyp,glo.stickk,6785daf6000000000801c4e0,13,1,5,0,1/15/2025 0:07,67868bae000000001703bfec,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cl2pcgr0s005ps5rbr23h70eg2nnu0?imageView2/format/png,video
V,Tiktok Refugee 🥲🫶🏻,https://www.xiaohongshu.com/user/profile/6784d77d000000000803e1c5?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvuQaqo-PNMYaie8-4CTuI4Q=&xsec_source=pc_note,,VanityAlexandra,6784d77d000000000803e1c5,13,0,16,0,1/13/2025 17:35,6784de47000000002002ac95,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cjeb7h2ge6g5ps4qtui7oe52ede4i0?imageView2/format/png,video
TikTok Refugee 很抱歉接管了这个应用程序,"Just an american tiktok refugee looking for a new home lmao. Im just gonna leave this here and hope yall find me 😭❤️
只是一个寻找新家的美国抖音难民，笑死我就把这个留在这里，希望你们都能找到我",https://www.xiaohongshu.com/user/profile/6784c8ed000000000803e1fa?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvvA-aaxlwB5rmfgLfeV3vd4=&xsec_source=pc_note,,🙃🙃🙃,6784c8ed000000000803e1fa,13,0,13,1,1/13/2025 19:28,6784f8fa000000001703fc8f,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cjhkc2cgs005ps4p3mi7ofqiu0isko?imageView2/format/png,normal
Is this true?,Is it true that most adults in China smoke tobacco? #tiktok_refugee[话题]# #china[话题]# #tobacco[话题]#,https://www.xiaohongshu.com/user/profile/6785a3d4000000000801a749?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-2AVtN3hikZ3UE0UlEgpZ3A=&xsec_source=pc_note,tiktok_refugee#china#tobacco,蒂芙尼,6785a3d4000000000801a749,13,3,258,1,2/11/2025 2:31,67aa45eb0000000018013205,U.S.,https://sns-img-qc.xhscdn.com/1040g00831dnv82fs106g5ps5kfa239q94v8agl0?imageView2/format/png,normal
